Country,Code,Region,Sub-Region,Year,Status,Income classifications,Life expectancy,Population,GDP Per Capita,"GNI per capita, PPP ($)",Total expenditure,Adult Mortality,infant deaths,Alcohol,health expenditure per capita $,health expenditure % of GDP,Hepatitis B (% of one-year-olds immunized),Polio (% of one-year-olds immunized),Measles per 1000,Measles MCV1 (% of one-year-olds immunized),under-five deaths,"Diphtheria, Pertussis, Tentanus (% of one-year-olds immunized)", HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Alcohol use disorders  (%),Drug use disorders (%),Avg Total Years of Schooling for Adult,"Government expenditure on education, total (% of GDP)",Mental disorders (%),obesity among adults (%),Gini coefficient,daily smoking in populations aged 10 and older (%),Neoplasms (Percent),Deaths - HIV/AIDS
Serbia,SRB,Europe,Southern Europe,2007,Developing,Upper-middle income,73.8,7758181,5848.476405,13406.05176,1.2,132,1,9.3,547.23,9.38,99,93,201,95,1,94,0.1,2.4,2.4,0.743,2.12,0.44,10.2,4.209839821,11.39,19.2,0.287066993,,1.609914636,0.05
Serbia,SRB,Europe,Southern Europe,2008,Developing,Upper-middle income,74,7722801,7101.040141,14278.69336,1.5,132,1,9.54,671.89,9.48,93,95,2,92,1,95,0.1,2.3,2.4,0.749,2.11,0.44,10.4,4.441999912,11.36,19.7,0.275614211,,1.644009131,0.05
Serbia,SRB,Europe,Southern Europe,2009,Developing,Upper-middle income,74.1,7688037,6169.114195,14133.10352,9.9,131,1,9.85,575.26,9.35,93,97,1,95,1,95,0.1,2.3,2.3,0.754,2.11,0.44,10.4,4.483980179,11.34,20.2,0.279741493,,1.665881473,0.06
Serbia,SRB,Europe,Southern Europe,2010,Developing,Upper-middle income,74.4,7653749,5735.422857,14211.49902,1.9,128,1,9.65,545.33,9.53,89,91,20,95,1,91,0.1,2.2,2.3,0.755,2.11,0.45,10.4,4.327809811,11.33,20.6,0.290166053,28.763,1.672229027,0.06
Serbia,SRB,Europe,Southern Europe,2011,Developing,Upper-middle income,74.6,7620925,6809.159804,14350.26465,9.72,127,1,9.56,618.89,9.11,94,94,370,93,1,94,0.1,2.2,2.2,0.757,2.11,0.45,10.6,4.238359928,11.33,21.1,,,1.691852634,0.08
Serbia,SRB,Europe,Southern Europe,2012,Developing,Upper-middle income,74.9,7591357,6015.945228,14420.03516,9.89,126,1,9.38,559.91,9.33,97,93,0,87,1,91,0.1,2.1,2.1,0.767,2.12,0.45,10.5,4.164209843,11.34,21.6,0.399246587,,1.71524248,0.09
Serbia,SRB,Europe,Southern Europe,2013,Developing,Upper-middle income,75.3,7566674,6755.073675,14803.48438,1.12,122,1,9.16,627.53,9.31,91,97,1,92,1,95,0.1,2.1,2.1,0.766,2.13,0.45,10.4,,11.35,22,0.290171138,,1.727608049,0.09
Serbia,SRB,Europe,Southern Europe,2014,Developing,Upper-middle income,75.4,7543965,6600.056809,14648.10742,1.37,123,1,9.09,608.86,9.25,92,93,37,86,1,93,0.1,2.1,2.1,0.771,2.14,0.45,10.7,3.926980019,11.36,22.5,0.40494145,,1.74449048,0.08
Serbia,SRB,Europe,Southern Europe,2015,Developing,Upper-middle income,75.6,7519501,5588.980728,14858.91504,,121,1,,491.25,8.81,94,95,383,86,1,95,0.1,2,2,0.775,2.14,0.45,11,3.78640008,11.37,23,0.285157361,,1.759475576,0.08
Seychelles,SYC,Africa,Sub-Saharan Africa,2000,Developing,Upper-middle income,71.8,80073,7578.851053,18225.26953,4.62,188,0,8.24,354.08,4.61,97,98,0,97,0,98,0.1,6.3,6.7,0,0.79,0.96,7.4,,10.92,8.1,,15.006,0.99826368,0.79
Seychelles,SYC,Africa,Sub-Saharan Africa,2001,Developing,Upper-middle income,72,81278,7663.13708,18228.43945,4.45,187,0,6.72,413.23,5.4,95,96,0,95,0,96,0.1,6.2,6.6,0.714,0.79,0.96,7.5,,10.92,8.4,,,1.019631756,0.83
Seychelles,SYC,Africa,Sub-Saharan Africa,2002,Developing,Upper-middle income,72.1,82448,8331.261997,16537.7207,4.21,186,0,11.15,385.84,4.56,98,99,0,98,0,99,0.1,6.1,6.6,0.712,0.79,0.96,7.6,5.193329811,10.92,8.6,,,1.031386235,0.84
Seychelles,SYC,Africa,Sub-Saharan Africa,2003,Developing,Upper-middle income,72.1,83613,8524.961236,16334.60352,4.64,185,0,7.41,452.41,5.36,99,99,0,99,0,99,0.1,6.1,6.5,0.713,0.79,0.96,7.6,5.374929905,10.92,8.9,,,1.044392672,0.83
Seychelles,SYC,Africa,Sub-Saharan Africa,2004,Developing,Upper-middle income,72.1,84733,10176.65871,,4.17,186,0,7.91,514.9,5.2,99,99,0,99,0,99,0.1,6,6.4,0.715,0.79,0.97,7.7,,10.92,9.3,,,1.061184531,0.83
Seychelles,SYC,Africa,Sub-Saharan Africa,2005,Developing,Upper-middle income,72.2,85907,11092.51074,,3.91,185,0,7.82,532.79,4.98,99,99,0,99,0,99,0.1,6,6.4,0.712,0.79,0.97,7.7,,10.91,9.7,,14.201,1.067907041,0.79
Seychelles,SYC,Africa,Sub-Saharan Africa,2006,Developing,Upper-middle income,72.2,87110,12014.39987,20039.0957,3.73,185,0,8.12,546.07,4.68,99,99,10,99,0,99,0.1,5.9,6.3,0.728,0.79,0.97,7.8,4.770120144,10.9,10,0.427676166,,1.080464966,0.75
Seychelles,SYC,Africa,Sub-Saharan Africa,2007,Developing,Upper-middle income,72.2,88339,12154.82994,,3.3,185,0,8.12,478.69,4.09,99,99,1,99,0,99,0.1,5.9,6.3,0.733,0.78,0.97,7.9,,10.88,10.4,,,1.101599438,0.72
Seychelles,SYC,Africa,Sub-Saharan Africa,2008,Developing,Upper-middle income,72.2,89660,11122.86207,,2.64,184,0,6.33,429.68,3.98,99,99,0,99,0,99,0.1,5.9,6.3,0.739,0.78,0.97,8,,10.86,10.7,,,1.126075161,0.7
Seychelles,SYC,Africa,Sub-Saharan Africa,2009,Developing,Upper-middle income,72.3,91046,9706.95606,,2.64,182,0,4.94,361.7,3.89,98,99,0,97,0,99,0.1,5.8,6.2,0.739,0.78,0.97,8,,10.85,11.1,,,1.152525426,0.69
Seychelles,SYC,Africa,Sub-Saharan Africa,2010,Developing,Upper-middle income,72.4,92424,10804.68447,,3.59,18,0,6.51,506.87,4.83,99,99,0,99,0,99,0.1,5.8,6.2,0.74,0.78,0.97,8.1,3.548259974,10.84,11.7,,14.303,1.170017256,0.69
Seychelles,SYC,Africa,Sub-Saharan Africa,2011,Developing,Upper-middle income,72.6,93842,12189.09516,,3.38,177,0,9.72,521.06,4.8,99,99,0,99,0,99,0.1,5.7,6.1,0.744,0.77,0.97,8.4,3.606440067,10.84,12.1,,,1.184909398,0.68
Seychelles,SYC,Africa,Sub-Saharan Africa,2012,Developing,Upper-middle income,72.7,95319,11998.4472,22260.91016,4.8,174,0,0.01,637.23,5.73,98,98,0,98,0,98,0.1,5.7,6.1,0.755,0.77,0.97,8.8,2.613929987,10.84,12.5,,,1.198214321,0.69
Seychelles,SYC,Africa,Sub-Saharan Africa,2013,Developing,Upper-middle income,72.9,96730,14764.93927,23169.25,3.58,172,0,0.01,619.22,4.51,98,98,0,97,0,98,0.1,5.7,6.1,0.762,0.77,0.96,9.1,3.608129978,10.84,12.9,0.468227879,,1.212528583,0.75
Seychelles,SYC,Africa,Sub-Saharan Africa,2014,Developing,High income,73,98016,15188.22876,23452.55859,3.37,17,0,0.01,649.4,4.59,99,99,0,99,0,99,0.1,5.7,6,0.766,0.76,0.96,9.4,4.083680153,10.85,13.4,,,1.229294581,0.78
Seychelles,SYC,Africa,Sub-Saharan Africa,2015,Developing,High income,73.2,99260,15157.53029,24084.57813,,168,0,,637.05,4.46,97,97,0,98,0,97,0.1,5.7,6,0.781,0.76,0.96,9.5,4.222899914,10.84,14.1,,,1.249904553,0.76
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2000,Developing,Low income,39,4584074,138.7139416,,13.63,533,29,3.97,23.31,11.52,,46,3575,37,48,44,1.2,1.3,1.4,0.292,0.5,0.35,2.3,4.949369907,12.28,3.7,,15.546,0.349231244,2.43
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2001,Developing,Low income,41,4857106,224.5102243,932.6977539,11.83,519,30,4.21,24.64,10.97,,38,649,50,48,38,1.5,1.1,1.2,0.302,0.5,0.35,2.4,3.432719946,12.31,3.9,,,0.354635638,2.75
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2002,Developing,Low income,48,5140120,243.8352074,1130.680542,11.96,513,30,4.06,27.85,11.42,,54,568,62,48,53,1.7,9.9,1,0.306,0.5,0.35,2.5,3.54527998,12.34,4.1,,,0.363427573,3.02
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2003,Developing,Low income,41.5,5350917,258.9860134,1185.348389,11.69,57,30,4.07,28.05,10.83,,66,586,73,47,73,1.9,9.7,9.8,0.322,0.5,0.35,2.5,3.260610104,12.37,4.2,0.40167732,,0.368945404,3.29
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2004,Developing,Low income,42.3,5533329,261.7839335,1205.879883,11.66,496,30,3.99,28.7,10.96,,69,7,76,47,65,2.1,9.5,9.5,0.332,0.5,0.35,2.6,3.107130051,12.39,4.4,,,0.37430598,3.54
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2005,Developing,Low income,43.3,5683338,290.409532,1211.771118,12.25,48,30,3.83,32.06,11.04,,67,29,71,47,65,2.2,9.3,9.3,0.341,0.5,0.35,2.7,2.796979904,12.41,4.6,,15.933,0.378710207,3.75
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2006,Developing,Low income,44.3,5809778,324.472553,1227.106323,1.68,464,30,3.8,33.73,10.39,,65,33,65,46,64,2.2,9.1,9.1,0.348,0.5,0.35,2.8,,12.41,4.8,,,0.382251371,3.9
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2007,Developing,Low income,45.3,5939169,363.4345232,1379.930908,1.12,45,29,3.86,36.47,10.04,63,63,0,60,45,64,2.2,8.9,8.9,0.357,0.5,0.35,2.8,2.558510065,12.41,5.1,,,0.385978528,4.03
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2008,Developing,Low income,46.2,6090861,411.3472818,1458.474609,1.29,441,29,3.91,40.62,9.87,77,75,44,73,44,77,1.9,8.7,8.7,0.367,0.5,0.35,2.9,2.413170099,12.41,5.3,,,0.386409894,4.12
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2009,Developing,Low income,47.1,6259845,392.0066748,1486.220947,13.13,433,28,3.97,43.51,11.1,84,81,31,80,42,84,1.7,8.5,8.4,0.375,0.5,0.35,3,2.778140068,12.4,5.5,,,0.389777088,4.09
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2010,Developing,Low income,48.1,6436699,400.5200022,1424.126709,1.32,424,27,3.84,43.83,10.94,86,84,1089,82,40,86,1.6,8.3,8.2,0.384,0.5,0.35,3.1,2.588639975,12.39,5.8,,15.711,0.395035281,4.06
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2011,Developing,Low income,48.9,6612390,445.0053621,1442.715088,11.98,418,26,3.78,59.1,13.28,89,88,1865,84,38,89,1.3,8.1,8,0.392,0.5,0.35,3.1,2.668900013,12.37,6,0.340302393,,0.397616683,4.03
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2012,Developing,Low income,49.7,6788594,560.0373997,1702.515259,11.24,411,25,0.01,59.31,10.59,91,91,678,86,35,91,0.9,7.9,7.8,0.401,0.5,0.35,3.2,2.872040033,12.35,6.3,,,0.401237011,4.14
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2013,Developing,Low income,54,6964867,706.452664,1935.470093,11.59,47,23,0.01,81.72,11.57,92,92,15,85,33,92,0.8,7.7,7.6,0.413,0.5,0.35,3.3,2.379810095,12.33,6.6,,,0.402270982,4.44
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2014,Developing,Low income,48.1,7140700,702.3353794,1949.725098,11.9,463,23,0.01,138.55,19.73,83,83,1006,80,32,83,0.6,7.5,7.4,0.426,0.5,0.35,3.3,2.662919998,12.32,6.9,,,0.403215572,4.26
Sierra Leone,SLE,Africa,Sub-Saharan Africa,2015,Developing,Low income,51,7314779,576.7402317,1525.206665,,413,22,,118.55,20.41,86,86,607,78,30,86,0.5,7.4,7.3,0.431,0.5,0.35,3.4,3.057290077,12.31,7.2,,,0.403867521,4.33
Singapore,SGP,Asia,South-eastern Asia,2000,Developed,High income,78.3,4053602,23852.32703,,2.71,78,0,2.03,792.43,3.34,97,98,141,96,0,98,0.1,2.1,2,0.81,0.7,0.84,8.9,3.32130003,,4.6,,8.74,1.937486269,0.39
Singapore,SGP,Asia,South-eastern Asia,2001,Developed,High income,78.7,4121341,21700.02005,,2.37,76,0,2.08,689.15,3.16,95,95,408,95,0,96,0.1,2.1,2,0.82,0.69,0.84,9.2,3.542490005,,4.7,,,1.957830362,0.49
Singapore,SGP,Asia,South-eastern Asia,2002,Developed,High income,79,4176799,22159.68886,,2.84,74,0,2.16,744.08,3.36,95,94,211,94,0,94,0.1,2.1,2,0.818,0.68,0.84,9.5,3.878530025,,4.8,,,1.97698971,0.44
Singapore,SGP,Asia,South-eastern Asia,2003,Developed,High income,79.3,4226417,23730.15245,,3.63,73,0,1.43,833.35,3.61,95,96,33,93,0,96,0.1,2.1,2,0.819,0.67,0.84,9.8,3.981940031,,4.9,,,1.99610172,0.33
Singapore,SGP,Asia,South-eastern Asia,2004,Developed,High income,79.7,4270407,27608.53737,,3.17,71,0,1.45,848.58,3.15,94,95,96,95,0,95,0.1,2.1,2,0.82,0.66,0.84,10.2,3.652760029,,5.1,,,2.025423286,0.25
Singapore,SGP,Asia,South-eastern Asia,2005,Developed,High income,82,4344645,29961.26328,,3.74,69,0,1.49,892.43,3.03,96,96,33,96,0,96,0.1,2.1,2,0.821,0.66,0.85,10.5,3.195960045,,5.2,,8.682,2.043748645,0.24
Singapore,SGP,Asia,South-eastern Asia,2006,Developed,High income,87,4486581,33769.15416,,3.66,66,0,1.55,972.2,2.93,95,95,23,95,0,95,0.1,2.1,2,0.839,0.66,0.85,10.1,2.859119892,,5.3,,,2.070059056,0.23
Singapore,SGP,Asia,South-eastern Asia,2007,Developed,High income,81.1,4663262,39432.93835,,3.46,65,0,1.6,1100.99,2.84,96,97,15,95,0,97,0.1,2.1,2,0.873,0.66,0.85,10.2,2.946749926,,5.4,,,2.097199927,0.31
Singapore,SGP,Asia,South-eastern Asia,2008,Developed,High income,81.4,4838404,40007.46926,,3.91,64,0,1.7,1278.49,3.19,97,97,18,95,0,97,0.1,2.1,2.1,0.88,0.67,0.86,10.5,2.764600039,,5.6,,,2.136404566,0.26
Singapore,SGP,Asia,South-eastern Asia,2009,Developed,High income,81.7,5010707,38927.20688,,4.27,62,0,1.73,1316.83,3.4,96,97,16,95,0,97,0.1,2.1,2.1,0.887,0.67,0.86,10.5,3.010129929,,5.7,,,2.150654036,0.27
Singapore,SGP,Asia,South-eastern Asia,2010,Developed,High income,82,5163585,47236.96023,,3.96,61,0,1.84,1487.38,3.2,96,96,50,95,0,96,0.1,2.1,2.1,0.889,0.67,0.86,11.2,3.080440044,,5.8,,8.205,2.169306513,0.22
Singapore,SGP,Asia,South-eastern Asia,2011,Developed,High income,82.2,5281351,53890.42873,,3.93,6,0,1.8,1670.38,3.16,96,96,148,95,0,96,0.1,2.1,2.1,0.911,0.67,0.86,11.2,3.030770063,,5.9,,,2.180122914,0.13
Singapore,SGP,Asia,South-eastern Asia,2012,Developed,High income,82.5,5381003,55546.48854,,4.22,59,0,1.89,1824.98,3.33,97,97,42,95,0,97,0.1,2.2,2.1,0.917,0.66,0.86,11.3,3.070859909,,6.1,,,2.192767268,0.23
Singapore,SGP,Asia,South-eastern Asia,2013,Developed,High income,82.7,5478063,56967.42579,,4.53,57,0,1.83,2069.37,3.69,97,97,138,95,0,97,0.1,2.2,2.2,0.92,0.66,0.86,11.4,2.85435009,,6.2,,,2.194479237,0.25
Singapore,SGP,Asia,South-eastern Asia,2014,Developed,High income,82.9,5570505,57562.53079,,4.92,56,0,1.83,2188.34,3.87,96,96,0,95,0,96,0.1,2.2,2.2,0.922,0.66,0.86,11.4,2.92437005,,6.3,,,2.19870151,0.27
Singapore,SGP,Asia,South-eastern Asia,2015,Developed,High income,83.1,5650020,55646.61875,,,55,0,1.79,2279.02,4.18,96,96,0,95,0,96,0.1,2.2,2.2,0.924,0.66,0.86,11.5,2.863090038,,6.5,,,2.199902205,0.18
Slovakia,SVK,Europe,Eastern Europe,2000,Developed,Upper-middle income,73,5376700,5426.624281,15634.60938,5.5,147,0,11.06,203.51,5.3,98,98,0,98,1,99,0.1,1.6,1.7,0.761,2.17,0.84,10.3,3.864680052,11.54,15.9,,22.002,1.670605693,0.01
Slovakia,SVK,Europe,Eastern Europe,2001,Developed,Upper-middle income,73.3,5376457,5722.168183,16271.0459,5.5,145,0,10.73,212.22,5.33,99,99,0,99,1,99,0.1,1.5,1.6,0.763,2.17,0.83,10.1,3.93569994,11.53,16.2,,,1.703647808,0.01
Slovakia,SVK,Europe,Eastern Europe,2002,Developed,Upper-middle income,73.7,5375206,6564.696314,16933.48438,5.63,145,0,10.78,254.13,5.51,99,98,0,99,0,99,0.1,1.5,1.6,0.763,2.17,0.82,10.3,4.245399952,11.51,16.5,,,1.723981529,0.01
Slovakia,SVK,Europe,Eastern Europe,2003,Developed,Upper-middle income,73.8,5374381,8731.937368,16986.66406,5.82,144,0,9.85,344.47,5.45,99,98,1,99,0,99,0.1,1.5,1.6,0.771,2.18,0.8,10.4,4.209569931,11.49,16.9,,,1.747465537,0.01
Slovakia,SVK,Europe,Eastern Europe,2004,Developed,Upper-middle income,74.1,5374932,10691.44655,18092.62305,7.21,138,0,10.03,511.53,6.37,99,99,2,99,0,99,0.1,1.4,1.5,0.776,2.18,0.79,10.6,4.101570129,11.47,17.2,0.289373885,,1.765702154,0.01
Slovakia,SVK,Europe,Eastern Europe,2005,Developed,Upper-middle income,74,5376251,11690.11347,19568.82617,7.4,141,0,10.81,601.31,6.59,99,99,0,98,0,99,0.1,1.4,1.5,0.784,2.19,0.79,10.8,3.759959936,11.46,17.6,0.29834425,21.408,1.805936032,0.01
Slovakia,SVK,Europe,Eastern Europe,2006,Developed,Upper-middle income,74.3,5377239,13170.78498,21180.89453,7.35,138,0,10.28,729.01,6.85,99,99,0,98,0,99,0.1,1.4,1.5,0.793,2.2,0.79,10.9,3.707700014,11.43,17.9,0.277095102,,1.848357821,0.01
Slovakia,SVK,Europe,Eastern Europe,2007,Developed,High income,74.4,5378381,16106.06044,23478.62695,7.76,14,0,10.58,1029.3,7.18,99,99,0,99,0,99,0.1,1.3,1.4,0.802,2.22,0.79,11.1,3.523210049,11.4,18.3,0.280048336,,1.910688756,0.01
Slovakia,SVK,Europe,Eastern Europe,2008,Developed,High income,74.7,5381641,18753.58494,25057.73047,8.2,136,0,11.37,1251.68,6.96,99,99,0,99,0,99,0.1,1.3,1.4,0.813,2.24,0.79,11.2,3.521650076,11.37,18.7,0.268743958,,1.949132211,0.01
Slovakia,SVK,Europe,Eastern Europe,2009,Developed,High income,75,5388934,16597.20846,23956.68164,9.15,131,0,10.63,1320.09,7.95,99,99,0,99,0,99,0.1,1.3,1.4,0.82,2.27,0.8,11.4,4.006410122,11.35,19.1,0.260160967,,1.988626309,0.01
Slovakia,SVK,Europe,Eastern Europe,2010,Developed,High income,75.1,5396428,16908.84796,25028.95508,8.51,124,0,10.13,1296.54,7.7,99,99,0,98,0,99,0.1,1.3,1.3,0.822,2.29,0.8,11.6,4.078979969,11.32,19.5,0.273157199,20.222,2.005749118,0.01
Slovakia,SVK,Europe,Eastern Europe,2011,Developed,High income,75.6,5402686,18509.74022,25296.30664,7.96,122,0,10.24,1352.44,7.33,99,99,0,98,0,99,0.1,1.2,1.3,0.829,2.31,0.79,12.1,3.924669981,11.31,20,0.265383783,,2.038197247,0.01
Slovakia,SVK,Europe,Eastern Europe,2012,Developed,High income,75.8,5409283,17498.3539,26076.5957,8.15,118,0,10.12,1319.44,7.57,99,99,0,99,0,99,0.1,1.2,1.3,0.835,2.35,0.79,12.3,3.862869978,11.29,20.4,0.261162957,,2.065333616,0.01
Slovakia,SVK,Europe,Eastern Europe,2013,Developed,High income,76.1,5414744,18276.00955,26479.00586,8,114,0,9.89,1370.47,7.52,98,98,0,98,0,98,0.1,1.2,1.3,0.838,2.39,0.78,12.2,4.071350098,11.28,20.9,0.280862088,,2.088162278,0.01
Slovakia,SVK,Europe,Eastern Europe,2014,Developed,High income,76.4,5419572,18719.98814,27068.79492,8.5,113,0,10.6,1289.35,6.91,97,97,0,97,0,97,0.1,1.2,1.2,0.841,2.43,0.77,12.3,4.220590115,11.26,21.4,0.26106635,,2.108960846,0.01
Slovakia,SVK,Europe,Eastern Europe,2015,Developed,High income,76.7,5424449,16390.88217,28067.125,,19,0,,1108.88,6.78,96,96,1,95,0,96,0.1,1.2,1.2,0.842,2.45,0.77,12.5,4.598999977,11.25,21.9,0.264916569,,2.149838099,0.01
Slovenia,SVN,Europe,Southern Europe,2000,Developed,High income,76,1984339,10201.30354,,8.26,122,0,11.9,796.65,7.8,,93,0,95,0,91,0.1,2.2,2.3,0.818,2.48,0.84,11.6,,12.16,16.1,,21.849,1.737847798,0.02
Slovenia,SVN,Europe,Southern Europe,2001,Developed,High income,76.2,1982489,10479.75963,,8.57,124,0,10.8,826.23,7.88,,93,0,94,0,92,0.1,2.2,2.2,0.824,2.48,0.85,11.5,5.756830215,12.13,16.4,,,1.784619906,0.04
Slovenia,SVN,Europe,Southern Europe,2002,Developed,High income,76.6,1983769,11777.15566,,8.62,117,0,9.29,944.87,8.02,,93,0,93,0,93,0.1,2.1,2.2,0.835,2.49,0.85,11.5,5.672860146,12.09,16.8,0.291216106,,1.822941332,0.02
Slovenia,SVN,Europe,Southern Europe,2003,Developed,High income,76.5,1989413,14849.03724,,8.77,119,0,11.58,1203.06,8.1,,95,0,94,0,95,0.1,2,2.1,0.843,2.5,0.86,11.5,5.70333004,12.06,17.1,0.308660228,,1.885592256,0.01
Slovenia,SVN,Europe,Southern Europe,2004,Developed,High income,77.2,1996731,17233.13856,29613.37891,8.47,113,0,10,1368.65,7.94,,94,0,94,0,94,0.1,2,2,0.85,2.51,0.86,12,5.64425993,12.02,17.5,0.247907384,,1.924729868,0.01
Slovenia,SVN,Europe,Southern Europe,2005,Developed,High income,77.5,2004780,18098.90854,30834.13477,8.5,14,0,11.14,1449.19,8,,95,0,94,0,95,0.1,1.9,2,0.853,2.51,0.87,11.7,5.6040802,11.98,17.9,0.246348632,22.037,1.920501844,0.02
Slovenia,SVN,Europe,Southern Europe,2006,Developed,High income,78.1,2013577,19672.96556,32399.43359,8.42,17,0,12.26,1541.66,7.82,,97,0,96,0,97,0.1,1.8,1.9,0.858,2.51,0.88,11.8,5.590660095,11.94,18.2,0.243639268,,1.953664305,0
Slovenia,SVN,Europe,Southern Europe,2007,Developed,High income,78.3,2023230,23817.88673,34096.4375,7.98,12,0,11.02,1795.95,7.51,,97,0,96,0,97,0.1,1.8,1.8,0.865,2.49,0.9,11.8,5.11661005,11.88,18.6,0.243547532,,2.012084168,0.02
Slovenia,SVN,Europe,Southern Europe,2008,Developed,High income,78.9,2034037,27595.59997,35128.76172,8.47,96,0,10.94,2179.45,7.85,,97,0,96,0,97,0.1,1.7,1.7,0.869,2.48,0.92,11.9,5.109519958,11.83,19,0.23718019,,2.058637442,0.03
Slovenia,SVN,Europe,Southern Europe,2009,Developed,High income,79.1,2045578,24792.12798,32492.55664,9.38,9,0,10.52,2125.06,8.54,,96,0,95,0,96,0.1,1.7,1.7,0.873,2.47,0.94,12.1,5.554969788,11.77,19.4,0.247877353,,2.07881251,0.01
Slovenia,SVN,Europe,Southern Europe,2010,Developed,High income,79.5,2057294,23532.48085,32910.74609,9.7,87,0,10.32,2017.15,8.57,,96,2,95,0,96,0.1,1.6,1.6,0.872,2.47,0.95,12.1,5.545460224,11.74,19.8,0.249332595,22.326,2.075682666,0.01
Slovenia,SVN,Europe,Southern Europe,2011,Developed,High income,79.8,2065457,25128.01504,33118.44531,9.8,84,0,10.61,2147.81,8.54,,96,22,96,0,96,0.1,1.6,1.6,0.876,2.48,0.95,12.2,5.541259766,11.72,20.2,0.248680337,,2.073001289,0.01
Slovenia,SVN,Europe,Southern Europe,2012,Developed,High income,82,2069365,22641.80512,32115.86523,9.37,81,0,10.95,1974.85,8.72,,96,2,95,0,96,0.1,1.5,1.5,0.877,2.52,0.95,11.7,5.620230198,11.7,20.6,0.255855023,,2.097002257,0.01
Slovenia,SVN,Europe,Southern Europe,2013,Developed,High income,85,2072374,23503.28249,31809.73633,9.29,78,0,9.53,2055.38,8.74,,95,1,94,0,95,0.1,1.4,1.4,0.878,2.55,0.96,11.7,5.405729771,11.68,21.1,0.262411044,,2.112980885,0.03
Slovenia,SVN,Europe,Southern Europe,2014,Developed,High income,87,2074923,24247.17332,32792.96094,9.23,76,0,10.46,2062.38,8.5,,95,52,94,0,95,0.1,1.4,1.4,0.888,2.58,0.96,11.9,5.291699886,11.67,21.6,0.256575347,,2.085976638,0.02
Slovenia,SVN,Europe,Southern Europe,2015,Developed,High income,88,2080865,20890.16643,32757.5957,,74,0,,1775.86,8.5,,95,18,94,0,95,0.1,1.4,1.3,0.888,2.59,0.96,12,4.909530163,11.66,22,0.254084646,,2.120526718,0.02
Solomon Islands,SLB,Oceania,Melanesia,2000,Developing,Low income,65.8,429986,976.4342171,2230.038086,4.56,235,0,0.71,47.13,4.83,81,88,0,91,0,86,0.1,1.4,1.4,0.455,0.71,0.72,4.6,,12.13,11.4,,23.242,0.521860616,0.32
Solomon Islands,SLB,Oceania,Melanesia,2001,Developing,Low income,66.2,440403,929.8638476,2018.288696,6.44,227,0,0.7,61.41,6.61,83,88,0,83,0,84,0.1,1.4,1.4,0.442,0.71,0.71,4.6,,12.14,11.9,,,0.521082718,0.32
Solomon Islands,SLB,Oceania,Melanesia,2002,Developing,Low income,66.5,450773,768.4916623,1868.543213,6.9,22,0,1.08,77.66,10.1,75,78,0,78,0,78,0.1,1.4,1.4,0.446,0.71,0.71,4.7,,12.16,12.3,,,0.51656441,0.33
Solomon Islands,SLB,Oceania,Melanesia,2003,Developing,Low income,66.8,461226,905.5874727,1962.889526,6,215,0,1.18,54.08,7.08,79,84,0,82,0,84,0.1,1.3,1.3,0.453,0.71,0.71,4.7,,12.19,12.8,,,0.51102606,0.33
Solomon Islands,SLB,Oceania,Melanesia,2004,Developing,Low income,67.1,471796,991.9943826,2071.188965,5.64,29,0,1.18,65.09,7.72,81,89,0,87,0,90,0.1,1.3,1.3,0.459,0.7,0.71,4.8,,12.21,13.4,,,0.505869271,0.34
Solomon Islands,SLB,Oceania,Melanesia,2005,Developing,Low income,67.4,482496,1145.862445,2128.405273,7.83,24,0,0.9,89.12,9.02,83,90,0,87,0,89,0.1,1.3,1.3,0.465,0.7,0.71,4.8,,12.22,13.9,0.460968521,23.166,0.503664419,0.34
Solomon Islands,SLB,Oceania,Melanesia,2006,Developing,Low income,67.6,493438,1250.946937,2122.13501,6.66,2,0,0.99,87.4,8.01,99,99,0,99,0,99,0.1,1.3,1.3,0.47,0.7,0.71,4.9,,12.23,14.4,,,0.50547166,0.35
Solomon Islands,SLB,Oceania,Melanesia,2007,Developing,Low income,67.6,504624,1377.862006,2103.208252,6.42,2,0,0.85,88.29,7.18,90,89,0,90,0,88,0.1,1.2,1.2,0.482,0.7,0.7,4.9,8.2208004,12.24,15,,,0.507081106,0.35
